Brand Name,Generic Name (Salt),Strength,Dosage Form,Company Name,MRP (INR),Pack Size,Uses,Category
Insulin Plus 4443,Insulin Glargine,250 mg/5 ml,Ointment,Mankind Pharma Ltd,50.0,Tube of 20 gm,Long-acting insulin for diabetes mellitus,Antidiabetic
Levocetirizine Advance 4444,Levocetirizine,250 mg/5 ml,Injection,Zydus Lifesciences Ltd,101.0,Vial of 10 ml,Allergic rhinitis and urticaria,Antiallergic
Rabeprazole SR 4445,Rabeprazole,500 mg,Ointment,Ipca Laboratories Ltd,40.5,Tube of 10 gm,Acidity and reflux disease,Acidity Regulator
Levocetirizine Forte 4446,Levocetirizine,400 IU,Injection,Cadila Pharmaceuticals Ltd,68.0,Vial of 10 ml,Allergic rhinitis and urticaria,Antiallergic
Olanzapine Max 4447,Olanzapine,400 IU,Gel,Glenmark Pharmaceuticals Ltd,14.5,Tube of 20 gm,Schizophrenia and bipolar disorder,Antipsychotic
Cetirizine XR 4448,Cetirizine,75 mg,Ointment,Micro Labs Ltd,26.5,Tube of 15 gm,Allergic conditions and sneezing,Antiallergic
Formoterol Plus 4449,Formoterol,200 mg,Cream,Wockhardt Ltd,15.0,Tube of 30 gm,Asthma and COPD,Respiratory
Alprazolam 4450,Alprazolam,5 mg,Injection,Ipca Laboratories Ltd,71.5,Vial of 1 ml,Anxiety and panic disorders,Anxiolytic
Alprazolam 4451,Alprazolam,40 mg,Oral Suspension,Jubilant Pharmova Ltd,31.0,Bottle of 100 ml,Anxiety and panic disorders,Anxiolytic
Atenolol 4452,Atenolol,100 mg/5 ml,Gel,Cipla Ltd,31.0,Tube of 20 gm,High blood pressure and chest pain,Blood Pressure Regulator
Paracetamol 500 4453,Paracetamol,500 mg,Inhaler,Alembic Pharmaceuticals Ltd,162.5,Inhaler of 200 doses,Fever and mild to moderate pain relief,Painkiller
Vitamin 250 4454,Vitamin D3,75 mg,Syrup,Glenmark Pharmaceuticals Ltd,37.0,Bottle of 100 ml,Vitamin D deficiency and bone health,Supplement
Rabeprazole DS 4455,Rabeprazole,40 mg,Ointment,Micro Labs Ltd,24.0,Tube of 15 gm,Acidity and reflux disease,Acidity Regulator
Vitamin Advance 4456,Vitamin D3,5 mg,Inhaler,Cipla Ltd,68.0,Inhaler of 120 doses,Vitamin D deficiency and bone health,Supplement
Hydroxychloroquine DS 4457,Hydroxychloroquine,650 mg,Tablet,Abbott India Ltd,58.0,Strip of 10,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Olanzapine DS 4458,Olanzapine,250 mg/5 ml,Capsule,Glenmark Pharmaceuticals Ltd,36.0,Strip of 10,Schizophrenia and bipolar disorder,Antipsychotic
Telmisartan Advance 4459,Telmisartan,150 mg,Gel,Alembic Pharmaceuticals Ltd,37.0,Tube of 10 gm,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Paracetamol DS 4460,Paracetamol,1000 IU,Capsule,Intas Pharmaceuticals Ltd,85.0,Strip of 15,Fever and mild to moderate pain relief,Painkiller
Montelukast XR 4461,Montelukast,1000 IU,Ointment,Intas Pharmaceuticals Ltd,66.0,Tube of 15 gm,Asthma and allergic rhinitis,Respiratory
Ibuprofen Advance 4462,Ibuprofen,5 mg,Inhaler,Abbott India Ltd,51.0,Inhaler of 200 doses,"Pain, inflammation and fever",Painkiller
Fluoxetine 500 4463,Fluoxetine,400 IU,Gel,Dr. Reddy's Laboratories Ltd,13.5,Tube of 10 gm,"Depression, OCD and bulimia nervosa",Antidepressant
Ibuprofen Max 4464,Ibuprofen,100 mg/5 ml,Syrup,Glenmark Pharmaceuticals Ltd,40.0,Bottle of 100 ml,"Pain, inflammation and fever",Painkiller
Folic Forte 4465,Folic Acid,100 mg,Ointment,Cipla Ltd,18.0,Tube of 10 gm,Folic acid deficiency and pregnancy support,Supplement
Salbutamol Max 4466,Salbutamol,250 mg,Tablet,Alembic Pharmaceuticals Ltd,53.5,Strip of 30,Asthma and bronchospasm,Respiratory
Metformin XR 4467,Metformin,75 mg,Injection,Torrent Pharmaceuticals Ltd,82.5,Vial of 2 ml,Type 2 diabetes mellitus,Antidiabetic
Lorazepam 4468,Lorazepam,150 mg,Ointment,Intas Pharmaceuticals Ltd,31.0,Tube of 20 gm,Anxiety and insomnia,Anxiolytic
Levocetirizine Advance 4469,Levocetirizine,650 mg,Oral Suspension,Sanofi India Ltd,82.0,Bottle of 100 ml,Allergic rhinitis and urticaria,Antiallergic
Risperidone 500 4470,Risperidone,100 mg/5 ml,Tablet,Cadila Pharmaceuticals Ltd,39.5,Strip of 20,Schizophrenia and behavioral disorders,Antipsychotic
Salbutamol Forte 4471,Salbutamol,10 mg,Oral Suspension,Mankind Pharma Ltd,32.0,Bottle of 200 ml,Asthma and bronchospasm,Respiratory
Budesonide Forte 4472,Budesonide,40 mg,Tablet,Abbott India Ltd,25.0,Strip of 15,Asthma and inflammatory bowel disease,Respiratory
Fluoxetine XR 4473,Fluoxetine,20 mg,Ointment,Ipca Laboratories Ltd,18.5,Tube of 15 gm,"Depression, OCD and bulimia nervosa",Antidepressant
Doxycycline SR 4474,Doxycycline,10 mg,Gel,Zydus Lifesciences Ltd,11.5,Tube of 15 gm,Various bacterial infections including acne and respiratory infections,Antibiotic
Losartan Max 4475,Losartan,400 IU,Tablet,Zydus Lifesciences Ltd,17.0,Strip of 15,High blood pressure and heart failure,Blood Pressure Regulator
Azithromycin Max 4476,Azithromycin,5 mg,Syrup,Alembic Pharmaceuticals Ltd,17.5,Bottle of 100 ml,Bacterial infections including respiratory and skin infections,Antibiotic
Diclofenac 4477,Diclofenac,400 IU,Injection,Intas Pharmaceuticals Ltd,61.5,Vial of 5 ml,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Cetirizine Forte 4478,Cetirizine,20 mg,Gel,Cipla Ltd,13.5,Tube of 10 gm,Allergic conditions and sneezing,Antiallergic
Aspirin DS 4479,Aspirin,20 mg/5 ml,Capsule,Cipla Ltd,15.0,Strip of 15,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Aspirin Plus 4480,Aspirin,100 mg,Capsule,Wockhardt Ltd,26.0,Strip of 20,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Aspirin Advance 4481,Aspirin,400 IU,Drops,Cipla Ltd,39.0,Bottle of 10 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Hydroxychloroquine DS 4482,Hydroxychloroquine,40 mg,Tablet,Torrent Pharmaceuticals Ltd,28.0,Strip of 20,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Doxycycline Plus 4483,Doxycycline,75 mg,Cream,Dr. Reddy's Laboratories Ltd,28.5,Tube of 15 gm,Various bacterial infections including acne and respiratory infections,Antibiotic
Levofloxacin 500 4484,Levofloxacin,500 mg,Ointment,Torrent Pharmaceuticals Ltd,40.5,Tube of 10 gm,Bacterial infections including pneumonia and sinusitis,Antibiotic
Gliclazide Plus 4485,Gliclazide,500 mg,Drops,Biocon Ltd,108.5,Bottle of 15 ml,Type 2 diabetes mellitus,Antidiabetic
Ofloxacin Max 4486,Ofloxacin,200 mg,Tablet,Zydus Lifesciences Ltd,22.0,Strip of 20,Bacterial infections of urinary and respiratory tract,Antibiotic
Alprazolam 500 4487,Alprazolam,400 IU,Capsule,Lupin Ltd,24.0,Strip of 20,Anxiety and panic disorders,Anxiolytic
Ofloxacin 250 4488,Ofloxacin,650 mg,Gel,Sanofi India Ltd,66.0,Tube of 15 gm,Bacterial infections of urinary and respiratory tract,Antibiotic
Glimipiride Forte 4489,Glimipiride,40 mg,Syrup,Alembic Pharmaceuticals Ltd,15.5,Bottle of 200 ml,Type 2 diabetes mellitus,Antidiabetic
Omeprazole SR 4490,Omeprazole,50 mg,Cream,Dr. Reddy's Laboratories Ltd,30.0,Tube of 30 gm,"Acidity, peptic ulcer and GERD",Acidity Regulator
Losartan 4491,Losartan,50 mg,Ointment,Sun Pharmaceutical Industries Ltd,25.5,Tube of 10 gm,High blood pressure and heart failure,Blood Pressure Regulator
Aspirin 4492,Aspirin,75 mg,Tablet,Torrent Pharmaceuticals Ltd,24.5,Strip of 30,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Glimipiride XR 4493,Glimipiride,100 mg/5 ml,Ointment,Micro Labs Ltd,25.5,Tube of 10 gm,Type 2 diabetes mellitus,Antidiabetic
Clopidogrel 4494,Clopidogrel,10 mg,Oral Suspension,Alembic Pharmaceuticals Ltd,38.0,Bottle of 60 ml,Prevention of blood clots and stroke,Blood Thinner
Lorazepam 4495,Lorazepam,250 mg,Inhaler,Lupin Ltd,68.0,Inhaler of 120 doses,Anxiety and insomnia,Anxiolytic
Alprazolam Forte 4496,Alprazolam,650 mg,Cream,Cipla Ltd,57.0,Tube of 30 gm,Anxiety and panic disorders,Anxiolytic
Glimipiride Plus 4497,Glimipiride,1000 IU,Drops,Jubilant Pharmova Ltd,85.5,Bottle of 5 ml,Type 2 diabetes mellitus,Antidiabetic
Cefixime 250 4498,Cefixime,20 mg/5 ml,Injection,Lupin Ltd,77.0,Vial of 1 ml,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Vitamin 500 4499,Vitamin D3,400 IU,Drops,Jubilant Pharmova Ltd,17.0,Bottle of 15 ml,Vitamin D deficiency and bone health,Supplement
Ofloxacin 4500,Ofloxacin,250 mg,Cream,Pfizer Ltd,40.0,Tube of 30 gm,Bacterial infections of urinary and respiratory tract,Antibiotic
Doxycycline XR 4501,Doxycycline,20 mg,Cream,Sanofi India Ltd,12.5,Tube of 10 gm,Various bacterial infections including acne and respiratory infections,Antibiotic
Paracetamol DS 4502,Paracetamol,50 mg,Gel,Wockhardt Ltd,33.5,Tube of 10 gm,Fever and mild to moderate pain relief,Painkiller
Sertraline Forte 4503,Sertraline,250 mg/5 ml,Injection,Torrent Pharmaceuticals Ltd,106.0,Vial of 5 ml,Depression and anxiety disorders,Antidepressant
Vitamin SR 4504,Vitamin D3,100 mg,Injection,Cadila Pharmaceuticals Ltd,61.5,Vial of 1 ml,Vitamin D deficiency and bone health,Supplement
Fluconazole Advance 4505,Fluconazole,250 mg,Oral Suspension,Sanofi India Ltd,52.0,Bottle of 150 ml,Fungal infections,Antifungal
Pantoprazole Advance 4506,Pantoprazole,200 mg,Injection,Mankind Pharma Ltd,57.5,Vial of 10 ml,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Insulin XR 4507,Insulin Glargine,40 mg,Capsule,Sanofi India Ltd,15.5,Strip of 10,Long-acting insulin for diabetes mellitus,Antidiabetic
Calcium 250 4508,Calcium Carbonate,1000 IU,Cream,Ipca Laboratories Ltd,50.0,Tube of 10 gm,Calcium deficiency and bone disorders,Supplement
Clotrimazole Plus 4509,Clotrimazole,400 IU,Ointment,Lupin Ltd,16.5,Tube of 20 gm,Fungal skin infections,Antifungal
Calcium 500 4510,Calcium Carbonate,200 mg,Tablet,Micro Labs Ltd,26.5,Strip of 15,Calcium deficiency and bone disorders,Supplement
Clopidogrel 4511,Clopidogrel,500 mg,Oral Suspension,Ipca Laboratories Ltd,113.5,Bottle of 200 ml,Prevention of blood clots and stroke,Blood Thinner
Montelukast 4512,Montelukast,50 mg,Inhaler,Sun Pharmaceutical Industries Ltd,55.0,Inhaler of 120 doses,Asthma and allergic rhinitis,Respiratory
Calcium XR 4513,Calcium Carbonate,10 mg,Ointment,Zydus Lifesciences Ltd,20.5,Tube of 30 gm,Calcium deficiency and bone disorders,Supplement
Losartan 250 4514,Losartan,10 mg,Tablet,Lupin Ltd,20.0,Strip of 30,High blood pressure and heart failure,Blood Pressure Regulator
Pantoprazole Plus 4515,Pantoprazole,20 mg,Inhaler,Alembic Pharmaceuticals Ltd,48.5,Inhaler of 200 doses,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Sertraline DS 4516,Sertraline,100 mg,Syrup,Lupin Ltd,32.5,Bottle of 60 ml,Depression and anxiety disorders,Antidepressant
Rabeprazole 500 4517,Rabeprazole,75 mg,Ointment,Abbott India Ltd,15.5,Tube of 10 gm,Acidity and reflux disease,Acidity Regulator
Doxycycline 4518,Doxycycline,250 mg,Injection,Ipca Laboratories Ltd,126.5,Vial of 2 ml,Various bacterial infections including acne and respiratory infections,Antibiotic
Salbutamol Forte 4519,Salbutamol,20 mg/5 ml,Gel,Cadila Pharmaceuticals Ltd,18.0,Tube of 30 gm,Asthma and bronchospasm,Respiratory
Rabeprazole 250 4520,Rabeprazole,20 mg/5 ml,Injection,Lupin Ltd,40.5,Vial of 2 ml,Acidity and reflux disease,Acidity Regulator
Atenolol 4521,Atenolol,1000 IU,Oral Suspension,Zydus Lifesciences Ltd,47.0,Bottle of 60 ml,High blood pressure and chest pain,Blood Pressure Regulator
Atenolol Advance 4522,Atenolol,150 mg,Oral Suspension,Glenmark Pharmaceuticals Ltd,34.0,Bottle of 100 ml,High blood pressure and chest pain,Blood Pressure Regulator
Amoxicillin XR 4523,Amoxicillin,40 mg,Gel,Lupin Ltd,25.0,Tube of 30 gm,"Bacterial infections of respiratory tract, ear, nose and throat",Antibiotic
Aspirin DS 4524,Aspirin,100 mg/5 ml,Injection,Sanofi India Ltd,83.5,Vial of 10 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Fluoxetine SR 4525,Fluoxetine,200 mg,Oral Suspension,Lupin Ltd,30.0,Bottle of 200 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Ibuprofen XR 4526,Ibuprofen,150 mg,Syrup,Torrent Pharmaceuticals Ltd,51.5,Bottle of 200 ml,"Pain, inflammation and fever",Painkiller
Azithromycin Forte 4527,Azithromycin,20 mg,Tablet,Torrent Pharmaceuticals Ltd,10.5,Strip of 15,Bacterial infections including respiratory and skin infections,Antibiotic
Atenolol XR 4528,Atenolol,200 mg,Tablet,Sanofi India Ltd,19.0,Strip of 10,High blood pressure and chest pain,Blood Pressure Regulator
Levocetirizine SR 4529,Levocetirizine,500 mg,Ointment,Pfizer Ltd,55.5,Tube of 10 gm,Allergic rhinitis and urticaria,Antiallergic
Telmisartan SR 4530,Telmisartan,1000 IU,Capsule,Glenmark Pharmaceuticals Ltd,83.0,Strip of 10,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Doxycycline 250 4531,Doxycycline,100 mg/5 ml,Capsule,Sanofi India Ltd,16.5,Strip of 10,Various bacterial infections including acne and respiratory infections,Antibiotic
Levocetirizine SR 4532,Levocetirizine,50 mg,Oral Suspension,Wockhardt Ltd,43.0,Bottle of 150 ml,Allergic rhinitis and urticaria,Antiallergic
Gliclazide SR 4533,Gliclazide,250 mg,Inhaler,Biocon Ltd,98.0,Inhaler of 100 doses,Type 2 diabetes mellitus,Antidiabetic
Vitamin XR 4534,Vitamin D3,150 mg,Capsule,Torrent Pharmaceuticals Ltd,26.5,Strip of 20,Vitamin D deficiency and bone health,Supplement
Clotrimazole DS 4535,Clotrimazole,75 mg,Injection,Mankind Pharma Ltd,46.0,Vial of 2 ml,Fungal skin infections,Antifungal
Telmisartan SR 4536,Telmisartan,50 mg,Drops,Intas Pharmaceuticals Ltd,43.0,Bottle of 10 ml,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Cetirizine Forte 4537,Cetirizine,5 mg,Capsule,Cadila Pharmaceuticals Ltd,19.0,Strip of 20,Allergic conditions and sneezing,Antiallergic
Levofloxacin Plus 4538,Levofloxacin,5 mg,Tablet,Dr. Reddy's Laboratories Ltd,28.5,Strip of 10,Bacterial infections including pneumonia and sinusitis,Antibiotic
Fluoxetine Advance 4539,Fluoxetine,20 mg/5 ml,Syrup,Sanofi India Ltd,35.5,Bottle of 150 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Omeprazole 250 4540,Omeprazole,5 mg,Inhaler,Biocon Ltd,30.5,Inhaler of 60 doses,"Acidity, peptic ulcer and GERD",Acidity Regulator
Amoxicillin SR 4541,Amoxicillin,250 mg/5 ml,Injection,Dr. Reddy's Laboratories Ltd,117.0,Vial of 1 ml,"Bacterial infections of respiratory tract, ear, nose and throat",Antibiotic
Pantoprazole 250 4542,Pantoprazole,50 mg,Inhaler,Abbott India Ltd,116.5,Inhaler of 100 doses,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Clopidogrel SR 4543,Clopidogrel,100 mg/5 ml,Gel,Jubilant Pharmova Ltd,30.0,Tube of 15 gm,Prevention of blood clots and stroke,Blood Thinner
Atenolol Max 4544,Atenolol,250 mg,Capsule,Zydus Lifesciences Ltd,23.0,Strip of 10,High blood pressure and chest pain,Blood Pressure Regulator
Cetirizine Plus 4545,Cetirizine,1000 IU,Capsule,Lupin Ltd,86.5,Strip of 10,Allergic conditions and sneezing,Antiallergic
Clopidogrel Forte 4546,Clopidogrel,150 mg,Tablet,Dr. Reddy's Laboratories Ltd,19.5,Strip of 10,Prevention of blood clots and stroke,Blood Thinner
Iron Max 4547,Iron Fumarate,100 mg,Inhaler,Mankind Pharma Ltd,79.0,Inhaler of 120 doses,Iron deficiency anemia,Supplement
Vitamin 250 4548,Vitamin D3,40 mg,Tablet,Cipla Ltd,19.0,Strip of 20,Vitamin D deficiency and bone health,Supplement
Tramadol Forte 4549,Tramadol,250 mg/5 ml,Drops,Ipca Laboratories Ltd,33.5,Bottle of 5 ml,Moderate to severe pain,Painkiller
Pantoprazole Max 4550,Pantoprazole,200 mg,Injection,Sanofi India Ltd,45.5,Vial of 2 ml,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Alprazolam XR 4551,Alprazolam,250 mg/5 ml,Syrup,Abbott India Ltd,60.0,Bottle of 60 ml,Anxiety and panic disorders,Anxiolytic
Insulin Forte 4552,Insulin Glargine,100 mg,Injection,Zydus Lifesciences Ltd,109.5,Vial of 10 ml,Long-acting insulin for diabetes mellitus,Antidiabetic
Telmisartan 4553,Telmisartan,1000 IU,Injection,Cadila Pharmaceuticals Ltd,180.5,Vial of 2 ml,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Losartan 250 4554,Losartan,650 mg,Inhaler,Zydus Lifesciences Ltd,202.0,Inhaler of 120 doses,High blood pressure and heart failure,Blood Pressure Regulator
Atorvastatin Plus 4555,Atorvastatin,20 mg/5 ml,Syrup,Mankind Pharma Ltd,15.0,Bottle of 200 ml,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Amoxicillin XR 4556,Amoxicillin,20 mg,Oral Suspension,Alembic Pharmaceuticals Ltd,24.0,Bottle of 60 ml,"Bacterial infections of respiratory tract, ear, nose and throat",Antibiotic
Fluoxetine XR 4557,Fluoxetine,250 mg,Drops,Pfizer Ltd,76.5,Bottle of 10 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Losartan 4558,Losartan,250 mg,Capsule,Dr. Reddy's Laboratories Ltd,60.0,Strip of 30,High blood pressure and heart failure,Blood Pressure Regulator
Nimesulide Plus 4559,Nimesulide,75 mg,Ointment,Alembic Pharmaceuticals Ltd,18.5,Tube of 15 gm,Pain and inflammation,General Use
Folic 4560,Folic Acid,20 mg/5 ml,Tablet,Mankind Pharma Ltd,11.0,Strip of 30,Folic acid deficiency and pregnancy support,Supplement
Atenolol Advance 4561,Atenolol,20 mg/5 ml,Drops,Cadila Pharmaceuticals Ltd,22.5,Bottle of 15 ml,High blood pressure and chest pain,Blood Pressure Regulator
Ciprofloxacin Max 4562,Ciprofloxacin,1000 IU,Inhaler,Biocon Ltd,166.5,Inhaler of 60 doses,Urinary tract and gastrointestinal infections,Antibiotic
Insulin Plus 4563,Insulin Glargine,5 mg,Tablet,Sanofi India Ltd,10.5,Strip of 10,Long-acting insulin for diabetes mellitus,Antidiabetic
Insulin XR 4564,Insulin Glargine,100 mg,Gel,Dr. Reddy's Laboratories Ltd,26.0,Tube of 15 gm,Long-acting insulin for diabetes mellitus,Antidiabetic
Nimesulide Max 4565,Nimesulide,150 mg,Gel,Biocon Ltd,28.5,Tube of 15 gm,Pain and inflammation,General Use
Cefixime Plus 4566,Cefixime,1000 IU,Gel,Lupin Ltd,72.0,Tube of 10 gm,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Iron 4567,Iron Fumarate,100 mg/5 ml,Capsule,Cipla Ltd,23.5,Strip of 10,Iron deficiency anemia,Supplement
Ibuprofen Max 4568,Ibuprofen,40 mg,Capsule,Mankind Pharma Ltd,11.5,Strip of 20,"Pain, inflammation and fever",Painkiller
Doxycycline Max 4569,Doxycycline,100 mg/5 ml,Inhaler,Cadila Pharmaceuticals Ltd,62.0,Inhaler of 100 doses,Various bacterial infections including acne and respiratory infections,Antibiotic
Tramadol 250 4570,Tramadol,75 mg,Drops,Biocon Ltd,59.5,Bottle of 10 ml,Moderate to severe pain,Painkiller
Levofloxacin Plus 4571,Levofloxacin,5 mg,Syrup,Biocon Ltd,27.0,Bottle of 60 ml,Bacterial infections including pneumonia and sinusitis,Antibiotic
Montelukast 4572,Montelukast,200 mg,Oral Suspension,Zydus Lifesciences Ltd,37.0,Bottle of 60 ml,Asthma and allergic rhinitis,Respiratory
Clopidogrel 250 4573,Clopidogrel,20 mg,Inhaler,Sanofi India Ltd,79.0,Inhaler of 100 doses,Prevention of blood clots and stroke,Blood Thinner
Risperidone XR 4574,Risperidone,650 mg,Cream,Micro Labs Ltd,59.0,Tube of 30 gm,Schizophrenia and behavioral disorders,Antipsychotic
Losartan Advance 4575,Losartan,250 mg/5 ml,Capsule,Alkem Laboratories Ltd,55.0,Strip of 30,High blood pressure and heart failure,Blood Pressure Regulator
Fluoxetine XR 4576,Fluoxetine,40 mg,Syrup,Ipca Laboratories Ltd,33.0,Bottle of 100 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Cetirizine 250 4577,Cetirizine,200 mg,Drops,Ipca Laboratories Ltd,36.5,Bottle of 15 ml,Allergic conditions and sneezing,Antiallergic
Losartan 250 4578,Losartan,50 mg,Inhaler,Wockhardt Ltd,86.5,Inhaler of 60 doses,High blood pressure and heart failure,Blood Pressure Regulator
Telmisartan Advance 4579,Telmisartan,5 mg,Capsule,Intas Pharmaceuticals Ltd,14.0,Strip of 10,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Alprazolam 4580,Alprazolam,20 mg/5 ml,Gel,Cadila Pharmaceuticals Ltd,16.5,Tube of 20 gm,Anxiety and panic disorders,Anxiolytic
Levofloxacin Forte 4581,Levofloxacin,650 mg,Drops,Wockhardt Ltd,107.0,Bottle of 10 ml,Bacterial infections including pneumonia and sinusitis,Antibiotic
Formoterol 250 4582,Formoterol,650 mg,Syrup,Lupin Ltd,55.0,Bottle of 60 ml,Asthma and COPD,Respiratory
Folic Max 4583,Folic Acid,10 mg,Inhaler,Pfizer Ltd,49.5,Inhaler of 200 doses,Folic acid deficiency and pregnancy support,Supplement
Montelukast Plus 4584,Montelukast,250 mg/5 ml,Inhaler,Sun Pharmaceutical Industries Ltd,154.0,Inhaler of 120 doses,Asthma and allergic rhinitis,Respiratory
Levofloxacin Advance 4585,Levofloxacin,100 mg,Gel,Zydus Lifesciences Ltd,31.0,Tube of 20 gm,Bacterial infections including pneumonia and sinusitis,Antibiotic
Tramadol SR 4586,Tramadol,400 IU,Syrup,Lupin Ltd,39.5,Bottle of 200 ml,Moderate to severe pain,Painkiller
Lorazepam 500 4587,Lorazepam,50 mg,Inhaler,Pfizer Ltd,54.5,Inhaler of 60 doses,Anxiety and insomnia,Anxiolytic
Doxycycline 4588,Doxycycline,20 mg,Tablet,Sanofi India Ltd,10.0,Strip of 10,Various bacterial infections including acne and respiratory infections,Antibiotic
